id,name,description,school_level,grade_level,semester,chapter_id,chapter_main,chapter_sub,chapter_subsub,achievement_id,achievement_name,skill_id,section
3249,거듭제곱,"임의의 수 $a$와 양의 정수 $n$에 대하여 $a$를 $n$개 거듭하여 곱한 것을 $a$의 $n$제곱이라 하고 $a^n$으로 나타낸다. 또 $a,a^2,a^3,\cdots,a^n,\cdots$을 통틀어 $a$의 거듭제곱이라 한다.",고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1528,"['수와 연산', '규칙성, 함수']"
3,지수가 자연수일 때의 지수법칙,"$a$, $b$가 실수이고 $m$, $n$이 자연수일 때\n\n(1)$a^ma^n=a^{m+n}$\n(2)$a^n\div a^n=\frac{a^m}{a^n}=\begin{cases}{a^{m-n}}(m>n) \\ {1}(m=n) \\ {\frac{1}{a^{n-m}}(m<n)}\end{cases}(a\ne0)$\n(3)$(a^m)^n=a^{nm}$\n(4)$(ab)^n=a^nb^n$\n(5)$(\frac{a}{b})^n=\frac{a^n}{b^n}(b\ne0)$",고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1533,"['수와 연산', '규칙성, 함수']"
4,거듭제곱근,"방정식 $x^n=a$의 근 $x$를 $a$의 $n$제곱근이라 한다.\n이때 실수 $a$의 제곱근, 세제곱근, 네제곱근, $\cdots$을 통틀어 $a$의 거듭제곱근이라 한다.",고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1531,"['수와 연산', '규칙성, 함수']"
3276,$\sqrt[n]{a}$의 정의,"1. $n$이 짝수인 경우\n(1) $a>0$이면 $a$의 $n$제곱근 중에서 실수인 것은 양수와 음수의 2개가 있으며 이 중에서 양수인 것을 $\sqrt[n]{a}$, 음수인 것을 $-\sqrt[n]{a}$와 같이 나타낸다.\n(2) $a=0$이면 $0$의 $n$제곱근은 $0$뿐이다. 즉 $\sqrt[n]{0}=0$이다.\n(3) $a<0$이면 $a$의 $n$제곱근 중에서 실수인 것은 없다.\n2. $n$이 홀수인 경우\n임의의 실수 $a$에 대하여 $n$제곱근 중에서 실수인 것은 오직 하나뿐이고, 이것을 $\sqrt[n]{a}$와 같이 나타낸다. 특히$\sqrt[n]{0}$이다.",고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1534,"['수와 연산', '규칙성, 함수']"
10,거듭제곱근의 대소 비교,"거듭제곱근의 성질 (6)과 다음 성질을 이용하여 거듭제곱근의 대소를 비교할 수 있다.\n(참고-거듭제곱근의 성질 (6)은 $\sqrt[np]{a^{mp}}=\sqrt[n]{a^m}$ (단, $p$는 자연수)이다.)\n\n$a>0$, $b>0$일 때\n$a<b\iff\sqrt[n]{a}<\sqrt[n]{b}$ (단, $n$은 $2$이상의 자연수)",고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1535,"['수와 연산', '규칙성, 함수']"
3251,거듭제곱의 지수,$a^n$에서 $n$을 거듭제곱의 지수라 한다.,고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1530,"['수와 연산', '규칙성, 함수']"
3277,거듭제곱근의 성질,"$a>o,b>0$이고 $m,n$이 $2$이상의 정수일 때, 다음이 성립한다.\n(1) $(\sqrt[n]{a})^n=a$\n(2) $\sqrt[n]{a}\sqrt[n]{b}=\sqrt[n]{ab}\n(3) $\frac{\sqrt[n]{a}}{\sqrt[n]{b}}=\sqrt[n]{\frac{a}{b}}$\n(4) $(\sqrt[n]{a})^m=\sqrt[n]{a^m}$\n(5) $\sqrt[m]{\sqrt[n]{a}}=\sqrt[mn]{a}$\n(6) $\sqrt[np]{a^{mp}}=\sqrt[n]{a^m}$ (단, $p$는 양의 정수)",고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1532,"['수와 연산', '규칙성, 함수']"
3250,거듭제곱의 밑,$a^n$에서 $a$를 거듭제곱의 밑이라 한다.,고등,수1,전체,587,지수함수와 로그함수,지수,거듭제곱과 거듭제곱근,314,"거듭제곱과 거듭제곱근의 뜻을 알고, 그 성질을 설명할 수 있다.",1529,"['수와 연산', '규칙성, 함수']"
3334,지수법칙-지수가 정수일때,"$a\ne0,b\ne0$이고 $m,n$이 정수일 때, 다음이 성립한다.\n(1) $a^ma^n=a^{m+n}$\n(2) $a^{m-n}=a^{m-n}$\n(3) $(a^m)^n=a^{mn}$\n(4) $(ab)^n=a^nb^n$\n(5) $(\frac{a}{b})^n=\frac{a^n}{b^n}",고등,수1,전체,588,지수함수와 로그함수,지수,지수의 확장과 지수법칙,316,"지수가 유리수, 실수까지 확장될 수 있음을 이해하고, 지수법칙을 이용하여 식을 간단히 나타낼 수 있다.",1538,"['수와 연산', '규칙성, 함수']"
3357,$a^{\frac{m}{n}}$의 정의,"$a>0$이고 $m$은 정수, $n$은 $2$ 이상의 정수일 때, $a^{\frac{m}{n}}$과 $a^{\frac{1}{n}}$을 다음과 같이 정의한다.\n(1) $a^{\frac{m}{n}}=\sqrt[n]{a^m}$\n(2) $a^{\frac{1}{n}}=\sqrt[n]{a}$",고등,수1,전체,588,지수함수와 로그함수,지수,지수의 확장과 지수법칙,315,"지수가 유리수, 실수까지 확장될 수 있음을 이해하고, 지수법칙을 이용하여 식을 간단히 나타낼 수 있다.",1537,"['수와 연산', '규칙성, 함수']"
